message,severity,attributes,tags,timestamp
,info,"{""ts"":""2026-03-20T12:49:59.559Z"",""chips"":10000,""event"":""lobby.joined_queue"",""userId"":10,""username"":""Guest2642"",""stakeLevel"":""medium"",""queueLength"":3,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""83376b9b-60f1-47bd-ae13-fa42f8ee5ede"",""replica"":""dd1f1548-c042-4000-ba10-d6684e2f245e""}",2026-03-20T12:49:59.565584741Z
,info,"{""ts"":""2026-03-20T12:49:59.691Z"",""activeRoomCount"":0,""event"":""lobby.check_queue"",""stakeLevel"":""medium"",""queueLength"":3,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""83376b9b-60f1-47bd-ae13-fa42f8ee5ede"",""replica"":""dd1f1548-c042-4000-ba10-d6684e2f245e""}",2026-03-20T12:49:59.694266571Z
,info,"{""ts"":""2026-03-20T12:49:59.795Z"",""playerCount"":3,""event"":""lobby.room_created"",""roomId"":""room_060f70fc-760e-462d-97c3-49e9fef2dbc6"",""stakeLevel"":""medium"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""83376b9b-60f1-47bd-ae13-fa42f8ee5ede"",""replica"":""dd1f1548-c042-4000-ba10-d6684e2f245e""}",2026-03-20T12:49:59.797896327Z
,info,"{""ts"":""2026-03-20T12:50:06.682Z"",""userId"":6,""event"":""socket.disconnected"",""socketId"":""3gFPY7DzQMqVLb5LAAAD"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""83376b9b-60f1-47bd-ae13-fa42f8ee5ede"",""replica"":""dd1f1548-c042-4000-ba10-d6684e2f245e""}",2026-03-20T12:50:06.687592349Z
,info,"{""ts"":""2026-03-20T12:50:16.699Z"",""authType"":""jwt"",""event"":""socket.connected"",""socketId"":""wiBQZ5-QDZL2hPrBAAAM"",""userId"":11,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""83376b9b-60f1-47bd-ae13-fa42f8ee5ede"",""replica"":""dd1f1548-c042-4000-ba10-d6684e2f245e""}",2026-03-20T12:50:26.698767186Z
,info,"{""ts"":""2026-03-20T12:50:17.089Z"",""authType"":""jwt"",""event"":""socket.connected"",""socketId"":""pO4rsFRJrwazI0yOAAAN"",""userId"":12,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""83376b9b-60f1-47bd-ae13-fa42f8ee5ede"",""replica"":""dd1f1548-c042-4000-ba10-d6684e2f245e""}",2026-03-20T12:50:26.698777076Z
,info,"{""ts"":""2026-03-20T12:50:17.636Z"",""stakeLevel"":""medium"",""event"":""socket.lobby_join"",""socketId"":""pO4rsFRJrwazI0yOAAAN"",""userId"":12,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""83376b9b-60f1-47bd-ae13-fa42f8ee5ede"",""replica"":""dd1f1548-c042-4000-ba10-d6684e2f245e""}",2026-03-20T12:50:26.698782666Z
,info,"{""ts"":""2026-03-20T12:50:17.636Z"",""queueLength"":0,""event"":""lobby.join_queue_attempt"",""userId"":12,""username"":""Guest7346"",""stakeLevel"":""medium"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""83376b9b-60f1-47bd-ae13-fa42f8ee5ede"",""replica"":""dd1f1548-c042-4000-ba10-d6684e2f245e""}",2026-03-20T12:50:26.698787671Z
,info,"{""ts"":""2026-03-20T12:50:17.641Z"",""chips"":10000,""event"":""lobby.joined_queue"",""userId"":12,""username"":""Guest7346"",""stakeLevel"":""medium"",""queueLength"":1,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""83376b9b-60f1-47bd-ae13-fa42f8ee5ede"",""replica"":""dd1f1548-c042-4000-ba10-d6684e2f245e""}",2026-03-20T12:50:26.698792596Z
,info,"{""ts"":""2026-03-20T12:50:18.142Z"",""activeRoomCount"":1,""event"":""lobby.check_queue"",""stakeLevel"":""medium"",""queueLength"":1,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""83376b9b-60f1-47bd-ae13-fa42f8ee5ede"",""replica"":""dd1f1548-c042-4000-ba10-d6684e2f245e""}",2026-03-20T12:50:26.698799329Z
,info,"{""ts"":""2026-03-20T12:50:25.337Z"",""userId"":12,""event"":""socket.game_leave"",""socketId"":""pO4rsFRJrwazI0yOAAAN"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""83376b9b-60f1-47bd-ae13-fa42f8ee5ede"",""replica"":""dd1f1548-c042-4000-ba10-d6684e2f245e""}",2026-03-20T12:50:26.698805961Z
,info,"{""ts"":""2026-03-20T12:50:25.337Z"",""userName"":""Guest7346"",""event"":""lobby.spectator_left"",""roomId"":""room_060f70fc-760e-462d-97c3-49e9fef2dbc6"",""userId"":12,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""83376b9b-60f1-47bd-ae13-fa42f8ee5ede"",""replica"":""dd1f1548-c042-4000-ba10-d6684e2f245e""}",2026-03-20T12:50:26.698811583Z
,info,"{""ts"":""2026-03-20T12:50:29.315Z"",""userId"":10,""event"":""socket.disconnected"",""socketId"":""JG--pORqALL3w6hYAAAJ"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""83376b9b-60f1-47bd-ae13-fa42f8ee5ede"",""replica"":""dd1f1548-c042-4000-ba10-d6684e2f245e""}",2026-03-20T12:50:29.483876671Z
,info,"{""ts"":""2026-03-20T12:50:29.315Z"",""metadata"":{""connectionState"":""disconnected""},""event"":""game.engine_event"",""roomId"":""room_060f70fc-760e-462d-97c3-49e9fef2dbc6"",""stakeLevel"":""medium"",""eventType"":""player_disconnected"",""phase"":""PRE_FLOP"",""handNumber"":1,""pot"":30,""currentBet"":20,""communityCards"":[],""userId"":10,""playerName"":""Guest2642"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""83376b9b-60f1-47bd-ae13-fa42f8ee5ede"",""replica"":""dd1f1548-c042-4000-ba10-d6684e2f245e""}",2026-03-20T12:50:29.483882951Z
,info,"{""ts"":""2026-03-20T12:50:29.316Z"",""playerSnapshot"":{""chips"":10000,""bet"":0,""totalBet"":0,""folded"":true,""allIn"":false},""event"":""game.engine_event"",""roomId"":""room_060f70fc-760e-462d-97c3-49e9fef2dbc6"",""stakeLevel"":""medium"",""eventType"":""player_action"",""phase"":""PRE_FLOP"",""handNumber"":1,""pot"":30,""currentBet"":20,""communityCards"":[],""userId"":10,""playerName"":""Guest2642"",""action"":""fold"",""amount"":null,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""83376b9b-60f1-47bd-ae13-fa42f8ee5ede"",""replica"":""dd1f1548-c042-4000-ba10-d6684e2f245e""}",2026-03-20T12:50:29.483889142Z
,info,"{""ts"":""2026-03-20T12:50:29.316Z"",""amount"":30,""event"":""game.engine_event"",""roomId"":""room_060f70fc-760e-462d-97c3-49e9fef2dbc6"",""stakeLevel"":""medium"",""eventType"":""hand_won_by_fold"",""phase"":""SHOWDOWN"",""handNumber"":1,""pot"":30,""currentBet"":20,""communityCards"":[],""userId"":10,""playerName"":""Guest2642"",""action"":""win_by_fold"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""83376b9b-60f1-47bd-ae13-fa42f8ee5ede"",""replica"":""dd1f1548-c042-4000-ba10-d6684e2f245e""}",2026-03-20T12:50:29.483895546Z
,info,"{""ts"":""2026-03-20T12:50:29.471Z"",""event"":""db.connected"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""83376b9b-60f1-47bd-ae13-fa42f8ee5ede"",""replica"":""dd1f1548-c042-4000-ba10-d6684e2f245e""}",2026-03-20T12:50:29.483902302Z
,warn,"{""ts"":""2026-03-20T12:50:29.476Z"",""rowCount"":1,""event"":""db.slow_query"",""sql"":""INSERT INTO game_action_logs\n       (room_id, hand_number, stake_level, phase, event_type, user_id, "",""durationMs"":160,""level"":""warn""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""83376b9b-60f1-47bd-ae13-fa42f8ee5ede"",""replica"":""dd1f1548-c042-4000-ba10-d6684e2f245e""}",2026-03-20T12:50:29.483909048Z
2026-03-20 12:50:46.958 UTC [82] LOG:  checkpoint starting: time,error,"{""level"":""error""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""299ca448-edaf-4992-8b07-c1352530bd9a"",""deployment"":""514caf72-39f0-4ef9-8b92-5fbc9a7ab1b2"",""replica"":""b5c08b78-55b4-498c-ab98-1270feceb7d9""}",2026-03-20T12:50:49.075657456Z
"2026-03-20 12:50:49.691 UTC [82] LOG:  checkpoint complete: wrote 27 buffers (0.2%), wrote 3 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=2.712 s, sync=0.014 s, total=2.734 s; sync files=22, longest=0.005 s, average=0.001 s; distance=23 kB, estimate=283 kB; lsn=0/1CC7B40, redo lsn=0/1CC7AE8",error,"{""level"":""error""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""299ca448-edaf-4992-8b07-c1352530bd9a"",""deployment"":""514caf72-39f0-4ef9-8b92-5fbc9a7ab1b2"",""replica"":""b5c08b78-55b4-498c-ab98-1270feceb7d9""}",2026-03-20T12:50:49.693536390Z
[dotenv@17.3.1] injecting env (0) from .env -- tip: ⚙️  enable debug logging with { debug: true },info,"{""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""cf2c083c-320e-46a6-9f62-5c9ec9143009"",""replica"":""96058e25-fb70-496f-9e6e-23e6807cfde9""}",2026-03-20T13:06:35.593124196Z
[dotenv@17.3.1] injecting env (0) from .env -- tip: 🔐 prevent committing .env to code: https://dotenvx.com/precommit,info,"{""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""cf2c083c-320e-46a6-9f62-5c9ec9143009"",""replica"":""96058e25-fb70-496f-9e6e-23e6807cfde9""}",2026-03-20T13:06:35.593286935Z
[dotenv@17.3.1] injecting env (0) from .env -- tip: 🛡️ auth for agents: https://vestauth.com,info,"{""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""cf2c083c-320e-46a6-9f62-5c9ec9143009"",""replica"":""96058e25-fb70-496f-9e6e-23e6807cfde9""}",2026-03-20T13:06:35.593302756Z
,info,"{""ts"":""2026-03-20T13:06:35.236Z"",""event"":""db.schema_init_started"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""cf2c083c-320e-46a6-9f62-5c9ec9143009"",""replica"":""96058e25-fb70-496f-9e6e-23e6807cfde9""}",2026-03-20T13:06:35.593312010Z
[dotenv@17.3.1] injecting env (0) from .env -- tip: 🛠️  run anywhere with `dotenvx run -- yourcommand`,info,"{""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""cf2c083c-320e-46a6-9f62-5c9ec9143009"",""replica"":""96058e25-fb70-496f-9e6e-23e6807cfde9""}",2026-03-20T13:06:35.593312395Z
,info,"{""ts"":""2026-03-20T13:06:35.235Z"",""event"":""server.starting"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""cf2c083c-320e-46a6-9f62-5c9ec9143009"",""replica"":""96058e25-fb70-496f-9e6e-23e6807cfde9""}",2026-03-20T13:06:35.593321824Z
,info,"{""ts"":""2026-03-20T13:06:35.404Z"",""event"":""db.connected"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""cf2c083c-320e-46a6-9f62-5c9ec9143009"",""replica"":""96058e25-fb70-496f-9e6e-23e6807cfde9""}",2026-03-20T13:06:35.593327624Z
,warn,"{""ts"":""2026-03-20T13:06:35.407Z"",""rowCount"":null,""event"":""db.slow_query"",""sql"":""\n    CREATE TABLE IF NOT EXISTS users (\n      id SERIAL PRIMARY KEY,\n      google_id VARCHAR(255) UN"",""durationMs"":171,""level"":""warn""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""cf2c083c-320e-46a6-9f62-5c9ec9143009"",""replica"":""96058e25-fb70-496f-9e6e-23e6807cfde9""}",2026-03-20T13:06:35.593328882Z
,info,"{""ts"":""2026-03-20T13:06:35.455Z"",""event"":""db.schema_init_completed"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""cf2c083c-320e-46a6-9f62-5c9ec9143009"",""replica"":""96058e25-fb70-496f-9e6e-23e6807cfde9""}",2026-03-20T13:06:35.593338673Z
,info,"{""ts"":""2026-03-20T13:06:35.455Z"",""event"":""db.initialized"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""cf2c083c-320e-46a6-9f62-5c9ec9143009"",""replica"":""96058e25-fb70-496f-9e6e-23e6807cfde9""}",2026-03-20T13:06:35.593346014Z
,info,"{""ts"":""2026-03-20T13:06:35.457Z"",""host"":""0.0.0.0"",""event"":""server.started"",""port"":8080,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""cf2c083c-320e-46a6-9f62-5c9ec9143009"",""replica"":""96058e25-fb70-496f-9e6e-23e6807cfde9""}",2026-03-20T13:06:35.593354397Z
Starting Container,info,"{""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""cf2c083c-320e-46a6-9f62-5c9ec9143009"",""replica"":""96058e25-fb70-496f-9e6e-23e6807cfde9""}",2026-03-20T13:06:35.663141530Z
2026-03-20 13:06:35 [[32minfo[39m]: Order verifier connected to network: 1,info,"{""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""cf2c083c-320e-46a6-9f62-5c9ec9143009"",""replica"":""96058e25-fb70-496f-9e6e-23e6807cfde9""}",2026-03-20T13:06:35.665415011Z
2026-03-20 13:06:35 [[32minfo[39m]: Starting order verifier...,info,"{""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""cf2c083c-320e-46a6-9f62-5c9ec9143009"",""replica"":""96058e25-fb70-496f-9e6e-23e6807cfde9""}",2026-03-20T13:06:35.665423428Z
,info,"{""ts"":""2026-03-20T13:06:35.663Z"",""event"":""order_verifier.started"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""cf2c083c-320e-46a6-9f62-5c9ec9143009"",""replica"":""96058e25-fb70-496f-9e6e-23e6807cfde9""}",2026-03-20T13:06:35.665429658Z
,warn,"{""ts"":""2026-03-20T13:06:36.204Z"",""event"":""redis.reconnect_aborted_using_memory_cache"",""level"":""warn""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""cf2c083c-320e-46a6-9f62-5c9ec9143009"",""replica"":""96058e25-fb70-496f-9e6e-23e6807cfde9""}",2026-03-20T13:06:36.213426275Z
,warn,"{""ts"":""2026-03-20T13:06:36.204Z"",""error"":{""name"":""AggregateError"",""message"":"""",""stack"":""AggregateError [ECONNREFUSED]: \n    at internalConnectMultiple (node:net:1134:18)\n    at afterConnectMultiple (node:net:1715:7)""},""event"":""redis.unavailable_using_memory_cache"",""level"":""warn""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""cf2c083c-320e-46a6-9f62-5c9ec9143009"",""replica"":""96058e25-fb70-496f-9e6e-23e6807cfde9""}",2026-03-20T13:06:36.213433949Z
Starting Container,info,"{""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""d62565c3-1369-45a2-a133-9c7bf3d0cc2f"",""deployment"":""0133d43e-895e-4c24-b08f-02142a8783f3"",""replica"":""a45a68a5-8200-4981-8592-3463d0a873a8""}",2026-03-20T13:06:41.535584674Z
admin endpoint disabled,warn,"{""ts"":1774012001.3894806,""logger"":""admin"",""level"":""warn""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""d62565c3-1369-45a2-a133-9c7bf3d0cc2f"",""deployment"":""0133d43e-895e-4c24-b08f-02142a8783f3"",""replica"":""a45a68a5-8200-4981-8592-3463d0a873a8""}",2026-03-20T13:06:42.421505341Z
automatic HTTPS is completely disabled for server,info,"{""server_name"":""srv0"",""ts"":1774012001.3897038,""logger"":""http.auto_https"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""d62565c3-1369-45a2-a133-9c7bf3d0cc2f"",""deployment"":""0133d43e-895e-4c24-b08f-02142a8783f3"",""replica"":""a45a68a5-8200-4981-8592-3463d0a873a8""}",2026-03-20T13:06:42.421517417Z
started background certificate maintenance,info,"{""cache"":""0x2fe2c8642500"",""ts"":1774012001.3900967,""logger"":""tls.cache.maintenance"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""d62565c3-1369-45a2-a133-9c7bf3d0cc2f"",""deployment"":""0133d43e-895e-4c24-b08f-02142a8783f3"",""replica"":""a45a68a5-8200-4981-8592-3463d0a873a8""}",2026-03-20T13:06:42.421526028Z
maxprocs: Updating GOMAXPROCS=2: determined from CPU quota,info,"{""ts"":1774012001.3894258,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""d62565c3-1369-45a2-a133-9c7bf3d0cc2f"",""deployment"":""0133d43e-895e-4c24-b08f-02142a8783f3"",""replica"":""a45a68a5-8200-4981-8592-3463d0a873a8""}",2026-03-20T13:06:42.421535013Z
HTTP/2 skipped because it requires TLS,warn,"{""addr"":"":8080"",""ts"":1774012001.3906322,""logger"":""http"",""network"":""tcp"",""level"":""warn""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""d62565c3-1369-45a2-a133-9c7bf3d0cc2f"",""deployment"":""0133d43e-895e-4c24-b08f-02142a8783f3"",""replica"":""a45a68a5-8200-4981-8592-3463d0a873a8""}",2026-03-20T13:06:42.421536179Z
GOMEMLIMIT is updated,info,"{""previous"":9223372036854776000,""ts"":1774012001.3894546,""GOMEMLIMIT"":899997696,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""d62565c3-1369-45a2-a133-9c7bf3d0cc2f"",""deployment"":""0133d43e-895e-4c24-b08f-02142a8783f3"",""replica"":""a45a68a5-8200-4981-8592-3463d0a873a8""}",2026-03-20T13:06:42.421544054Z
HTTP/3 skipped because it requires TLS,warn,"{""addr"":"":8080"",""ts"":1774012001.3906558,""logger"":""http"",""network"":""tcp"",""level"":""warn""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""d62565c3-1369-45a2-a133-9c7bf3d0cc2f"",""deployment"":""0133d43e-895e-4c24-b08f-02142a8783f3"",""replica"":""a45a68a5-8200-4981-8592-3463d0a873a8""}",2026-03-20T13:06:42.421546192Z
using config from file,info,"{""file"":""/Caddyfile"",""ts"":1774012001.3894641,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""d62565c3-1369-45a2-a133-9c7bf3d0cc2f"",""deployment"":""0133d43e-895e-4c24-b08f-02142a8783f3"",""replica"":""a45a68a5-8200-4981-8592-3463d0a873a8""}",2026-03-20T13:06:42.421554123Z
server running,info,"{""protocols"":[""h1"",""h2"",""h3""],""ts"":1774012001.3906596,""logger"":""http.log"",""name"":""srv0"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""d62565c3-1369-45a2-a133-9c7bf3d0cc2f"",""deployment"":""0133d43e-895e-4c24-b08f-02142a8783f3"",""replica"":""a45a68a5-8200-4981-8592-3463d0a873a8""}",2026-03-20T13:06:42.421555349Z
serving initial configuration,info,"{""ts"":1774012001.3907099,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""d62565c3-1369-45a2-a133-9c7bf3d0cc2f"",""deployment"":""0133d43e-895e-4c24-b08f-02142a8783f3"",""replica"":""a45a68a5-8200-4981-8592-3463d0a873a8""}",2026-03-20T13:06:42.421562679Z
adapted config to JSON,info,"{""adapter"":""caddyfile"",""ts"":1774012001.3894668,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""d62565c3-1369-45a2-a133-9c7bf3d0cc2f"",""deployment"":""0133d43e-895e-4c24-b08f-02142a8783f3"",""replica"":""a45a68a5-8200-4981-8592-3463d0a873a8""}",2026-03-20T13:06:42.421564752Z
cleaning storage unit,info,"{""storage"":""FileStorage:/root/.local/share/caddy"",""ts"":1774012001.3945506,""logger"":""tls"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""d62565c3-1369-45a2-a133-9c7bf3d0cc2f"",""deployment"":""0133d43e-895e-4c24-b08f-02142a8783f3"",""replica"":""a45a68a5-8200-4981-8592-3463d0a873a8""}",2026-03-20T13:06:42.421569321Z
